Country,Total_Plastic_Waste_MT,Main_Sources,Recycling_Rate,Per_Capita_Waste_KG,Plastic_Waste_Level,Population_Millions,GDP_Billion_USD,Urbanization_Rate,Plastic_Export_MT,Plastic_Import_MT,Government_Policy_Score,Awareness_Index,Industrialization_Level,Waste_to_Recycle_Ratio,High_Risk_Flag,Developed_Country_Flag
France,26.02,Automotive_Packaging,47.9,32.85,High,964.39,949.24,30.84,13.77,0.32,3,0.62,0.77,0.26,1,1
Mexico,57.71,Automotive_Packaging,86.27,56.01,Low,491.54,14695.49,64.17,8.04,18.12,6,0.56,0.11,1.72,0,0
Turkey,10.55,Packaging_Consumer,69.2,12.77,High,216.66,2237.8,28.66,2.92,13.94,8,0.21,0.81,2.02,1,0
Brazil,65.35,Industrial_Packaging,9.85,76.16,Medium,591.65,6274.13,58.53,13.69,8.55,9,0.27,0.04,4.37,0,0
Mexico,66.9,Industrial_Packaging,83.75,91.08,High,1357.03,19801.94,77.85,4.76,9.75,2,0.37,0.18,10.43,1,0
Germany,61.35,Packaging_Electronics,48.83,30.88,Medium,696.74,8556.82,48.08,9.33,14.81,8,0.92,0.9,4.95,0,1
South Korea,27.75,Packaging_Consumer,56.5,12.5,High,1097.34,18212.27,81.76,1.66,0.66,6,0.08,0.68,8.19,1,1
Germany,7.45,Packaging_Electronics,36.24,72.18,High,863.59,994.58,35.8,5.34,8.6,4,0.34,0.55,7.43,1,1
Turkey,69.32,Industrial_Packaging,71.47,103.63,Medium,1020.16,13829.38,93.87,11.4,0.98,1,0.34,0.04,2.29,0,0
India,65.06,Industrial_Packaging,72.87,77.65,High,432.87,8499.85,97.4,6.94,1.01,3,0.04,0.7,6.95,1,0
India,30.01,Packaging_Electronics,37.68,119.58,High,44.7,8204.49,61.61,2.32,13.46,9,0.92,0.28,10.09,1,0
United States,24.6,Packaging_Consumer,62.94,19.28,Low,226.5,15321.25,88.73,9.65,12.05,2,0.83,0.13,5.68,0,1
Italy,36.53,Consumer_Goods,14.41,142.7,Medium,795.5,16040.2,64.31,4.2,11.29,5,0.12,0.01,6.08,0,1
China,62.75,Packaging_Electronics,9.97,50.33,Low,391.5,17685.16,87.38,12.99,8.4,3,0.29,0.24,6.74,0,0
India,30.38,Consumer_Goods,5.18,24.96,Low,447.49,17095.77,76.53,8.02,10.21,9,0.69,0.17,0.48,0,0
Germany,64.12,Industrial_Packaging,46.12,19.94,High,313.24,18506.99,20.08,8.98,7.03,5,0.62,0.17,6.65,1,1
India,68.09,Industrial_Packaging,87.38,99.62,High,395.15,287.27,37.96,4.37,8.95,2,0.08,0.38,1.43,1,0
South Africa,42.49,Packaging_Consumer,26.14,62.91,High,1325.0,10823.09,83.17,9.05,11.23,7,0.01,0.96,3.55,1,0
Turkey,69.79,Packaging_Electronics,47.31,95.46,Medium,1067.1,5646.4,53.93,10.94,2.31,9,0.97,0.57,3.96,0,0
Saudi Arabia,58.54,Industrial_Packaging,15.41,100.4,Low,1325.73,11428.51,52.81,7.98,13.14,5,0.39,0.71,10.48,0,0
Mexico,8.02,Consumer_Goods,58.37,126.19,High,1389.78,13956.03,28.51,4.05,12.46,5,1.0,0.12,12.14,1,0
Germany,5.79,Packaging_Consumer,52.99,44.25,Medium,1055.06,21866.01,70.32,3.05,7.14,7,0.73,0.29,14.71,0,1
Japan,69.1,Industrial_Packaging,34.43,26.69,High,44.22,13612.0,88.88,1.24,8.79,8,0.77,0.8,3.06,1,1
Brazil,19.69,Packaging_Electronics,61.44,33.41,High,873.86,3397.36,86.24,4.16,13.49,2,0.21,0.98,0.43,1,0
UK,1.08,Packaging_Electronics,85.22,67.99,Medium,428.12,1100.07,59.6,5.1,9.78,6,0.11,0.53,14.39,0,1
South Africa,62.19,Packaging_Electronics,49.16,91.03,Low,275.78,8460.65,84.39,13.97,18.95,3,0.15,0.32,7.35,0,0
UK,17.81,Consumer_Goods,70.05,22.39,Low,396.08,6100.59,28.48,2.24,17.95,7,0.98,0.0,14.97,0,1
United States,63.04,Packaging_Consumer,7.54,74.78,Low,1320.44,11526.67,56.64,5.26,9.37,2,0.86,0.94,10.16,0,1
China,14.86,Consumer_Goods,6.39,73.32,High,444.84,1535.31,45.89,1.66,7.59,9,0.68,0.11,1.35,1,0
Australia,11.18,Automotive_Packaging,63.3,41.27,High,273.38,18115.07,27.58,9.35,13.27,2,0.42,0.36,6.25,1,1
Japan,50.52,Industrial_Packaging,15.33,142.29,High,30.28,10867.55,75.59,14.52,1.49,9,0.81,0.8,4.14,1,1
Egypt,43.12,Packaging_Consumer,59.44,129.39,High,755.41,608.67,23.47,12.65,18.36,1,0.01,0.99,3.44,1,0
India,56.83,Packaging_Consumer,82.92,20.54,Low,520.94,19232.4,50.86,0.48,8.63,1,0.68,0.8,13.27,0,0
Turkey,53.86,Automotive_Packaging,86.27,91.92,Medium,81.2,11205.39,33.89,7.86,5.48,1,0.54,0.52,10.24,0,0
Egypt,23.27,Industrial_Packaging,25.61,81.84,High,19.1,2745.8,61.63,13.61,13.93,8,0.71,0.64,9.67,1,0
India,50.74,Consumer_Goods,10.09,126.73,High,780.12,4165.8,48.34,0.77,10.57,6,0.48,0.53,8.18,1,0
Canada,53.97,Packaging_Consumer,43.2,56.69,Low,730.5,12052.24,23.59,6.7,5.37,7,0.31,0.78,0.72,0,1
Russia,51.84,Automotive_Packaging,82.94,85.4,Medium,142.48,19616.23,38.14,2.59,11.58,4,0.51,0.9,1.99,0,0
Turkey,10.46,Packaging_Electronics,76.36,35.6,High,1369.42,207.44,29.88,5.67,0.2,3,0.32,0.98,5.93,1,0
India,19.2,Automotive_Packaging,74.5,141.08,High,726.29,9045.93,82.24,13.91,1.05,1,0.22,0.79,10.37,1,0
Canada,32.4,Automotive_Packaging,76.34,44.15,Low,595.3,18539.36,66.15,3.25,6.83,5,0.75,0.18,1.34,0,1
Japan,66.04,Industrial_Packaging,26.41,54.45,High,907.59,9548.11,51.16,6.46,2.08,1,0.56,0.36,10.95,1,1
Germany,13.43,Packaging_Consumer,30.25,50.13,High,1209.72,20305.52,40.62,5.27,3.45,5,0.73,0.67,7.65,1,1
Italy,28.2,Automotive_Packaging,70.86,75.18,High,218.23,3943.23,74.45,13.79,5.8,1,0.46,0.61,6.83,1,1
China,42.76,Industrial_Packaging,8.5,43.23,Low,984.82,5694.83,98.87,5.08,3.61,8,0.61,0.89,7.59,0,0
Turkey,53.86,Automotive_Packaging,86.27,91.92,Medium,81.2,11205.39,33.89,7.86,5.48,1,0.54,0.52,10.24,0,0
Spain,23.0,Consumer_Goods,9.07,130.86,Low,531.18,3096.97,57.27,1.71,1.67,1,0.56,0.42,11.88,0,1
United States,67.64,Consumer_Goods,47.93,70.76,Low,378.75,4307.33,86.24,10.96,17.63,5,0.54,0.16,9.02,0,1
South Africa,63.34,Consumer_Goods,16.16,143.79,High,1366.31,16145.91,68.8,3.07,5.11,9,0.76,0.74,1.78,1,0
Indonesia,22.0,Industrial_Packaging,41.46,25.43,Low,135.69,19555.53,48.38,14.3,19.01,7,0.56,0.7,7.84,0,0
Japan,29.15,Industrial_Packaging,10.71,10.9,Medium,1220.56,3993.34,66.76,9.23,18.11,1,0.45,0.11,4.3,0,1
Saudi Arabia,58.25,Packaging_Electronics,44.11,86.33,Medium,559.26,13220.22,67.41,2.54,2.0,7,0.75,0.47,0.51,0,0
Egypt,38.52,Consumer_Goods,57.31,113.47,Low,577.11,13983.24,48.99,13.23,17.12,8,0.71,0.64,13.81,0,0
Canada,53.11,Industrial_Packaging,70.35,66.07,Low,675.28,12837.57,37.01,5.88,5.86,3,0.53,0.9,7.82,0,1
Turkey,5.81,Automotive_Packaging,53.33,128.26,High,11.78,15151.22,39.68,1.31,1.67,1,0.96,0.94,6.45,1,0
Italy,15.38,Consumer_Goods,86.5,94.76,High,875.2,17588.71,74.71,9.98,17.69,5,0.14,0.13,4.14,1,1
Brazil,13.99,Packaging_Consumer,50.28,11.97,High,655.95,7179.97,53.63,1.56,2.78,1,0.17,0.78,3.18,1,0
China,6.3,Automotive_Packaging,45.77,137.35,Medium,1009.56,13931.99,23.89,0.58,8.88,2,0.43,0.97,1.36,0,0
Japan,66.04,Industrial_Packaging,26.41,54.45,High,907.59,9548.11,51.16,6.46,2.08,1,0.56,0.36,10.95,1,1
China,41.45,Industrial_Packaging,18.03,79.47,Low,800.26,7788.84,22.47,0.21,15.79,6,0.45,0.41,10.01,0,0
China,7.12,Consumer_Goods,22.31,21.51,Low,956.82,1818.05,46.33,11.51,6.86,5,0.35,0.24,9.22,0,0
Mexico,12.38,Consumer_Goods,27.84,20.93,High,1030.22,6147.48,35.45,10.78,12.53,3,0.7,0.06,4.49,1,0
UK,69.02,Packaging_Consumer,52.49,42.77,Medium,752.15,21967.5,92.57,5.81,14.27,7,0.37,0.34,12.65,0,1
Canada,17.04,Consumer_Goods,80.84,141.27,Low,1295.99,3603.37,30.85,7.7,14.43,4,0.6,0.26,14.9,0,1
Australia,69.4,Consumer_Goods,9.46,57.54,Medium,173.2,16409.86,58.28,7.32,19.95,3,0.92,0.03,6.01,0,1
Mexico,3.1,Consumer_Goods,20.62,71.26,High,1268.65,20717.35,51.86,11.61,6.63,5,0.13,0.02,8.35,1,0
Australia,63.57,Automotive_Packaging,65.31,104.32,High,632.13,5814.82,49.6,1.64,8.09,3,0.6,0.05,11.23,1,1
Germany,11.52,Packaging_Electronics,73.49,139.12,Low,373.8,21899.42,74.45,3.37,6.27,2,0.54,0.0,8.17,0,1
South Africa,19.56,Packaging_Consumer,12.18,129.88,High,876.62,14608.58,35.66,6.23,8.37,6,0.62,0.81,9.37,1,0
South Africa,13.11,Packaging_Electronics,18.61,21.36,High,533.45,8838.48,84.25,8.47,16.72,8,0.16,0.24,4.66,1,0
Turkey,8.4,Automotive_Packaging,62.17,142.58,Low,688.58,9616.97,89.31,4.34,7.37,9,0.65,0.26,0.24,0,0
Spain,2.45,Packaging_Consumer,36.81,28.5,Low,482.73,15114.78,95.65,8.54,18.55,9,0.82,0.95,6.44,0,1
Canada,49.03,Packaging_Consumer,33.23,55.9,Medium,1394.03,16435.84,85.61,6.17,10.35,6,0.66,0.46,14.91,0,1
Mexico,38.57,Automotive_Packaging,61.18,128.46,High,962.63,2551.1,68.17,5.53,15.0,9,0.19,0.72,5.26,1,0
India,47.7,Automotive_Packaging,22.02,24.46,High,427.5,10398.31,47.39,10.68,5.39,8,0.06,0.78,5.87,1,0
France,26.02,Automotive_Packaging,47.9,32.85,High,964.39,949.24,30.84,13.77,0.32,3,0.62,0.77,0.26,1,1
Turkey,8.64,Industrial_Packaging,77.36,16.29,Medium,95.23,1531.14,37.18,0.42,1.97,5,0.12,0.94,9.31,0,0
Japan,12.88,Packaging_Consumer,88.19,96.96,High,981.38,259.11,61.62,12.25,10.18,4,0.69,0.94,12.15,1,1
United States,52.42,Packaging_Consumer,67.5,19.61,Medium,102.02,12791.3,22.35,5.29,8.5,9,0.59,0.32,12.16,0,1
India,35.13,Industrial_Packaging,83.02,109.74,High,1155.48,8557.1,29.76,11.0,13.63,2,0.88,0.12,14.65,1,0
South Korea,29.81,Industrial_Packaging,31.16,146.97,High,309.49,4103.43,64.7,5.38,18.79,8,0.1,0.04,5.28,1,1
Spain,2.45,Packaging_Consumer,36.81,28.5,Low,482.73,15114.78,95.65,8.54,18.55,9,0.82,0.95,6.44,0,1
Japan,28.67,Consumer_Goods,44.36,118.02,Low,1022.71,9173.64,44.76,11.13,9.81,4,0.32,0.18,13.5,0,1
Saudi Arabia,32.8,Packaging_Electronics,66.21,57.76,Low,261.81,11992.67,76.29,13.02,14.47,4,0.02,0.65,14.9,0,0
United States,48.84,Automotive_Packaging,74.04,137.39,Low,1320.3,16204.03,81.77,13.85,5.97,8,0.86,0.64,14.06,0,1
Germany,65.02,Consumer_Goods,42.83,79.7,Medium,1125.33,801.18,85.23,13.12,17.91,5,0.8,0.5,10.76,0,1
Japan,54.29,Automotive_Packaging,29.86,82.16,Low,85.87,13886.29,78.01,2.91,3.03,2,0.32,0.83,0.57,0,1
Turkey,30.3,Consumer_Goods,80.62,76.63,Medium,189.15,16797.82,39.14,9.85,4.1,6,0.07,0.17,14.78,0,0
China,34.65,Automotive_Packaging,31.22,91.55,High,797.85,11140.51,81.47,11.6,14.63,9,0.74,0.46,10.67,1,0
Japan,21.11,Packaging_Electronics,81.07,129.36,Medium,268.82,13490.03,39.35,14.15,4.98,4,0.7,0.71,10.27,0,1
India,26.21,Industrial_Packaging,15.08,27.53,Medium,542.18,12694.35,70.32,12.23,16.77,4,0.04,0.13,13.69,0,0
Australia,60.15,Automotive_Packaging,18.67,117.98,High,657.75,15396.57,51.24,8.7,12.91,6,0.04,0.38,1.19,1,1
Brazil,64.25,Packaging_Consumer,60.57,137.54,High,670.82,16234.79,59.38,13.61,4.05,9,0.84,0.02,7.92,1,0
South Africa,63.25,Industrial_Packaging,5.86,136.22,Medium,181.6,10559.95,20.37,3.11,0.11,7,0.82,0.03,4.76,0,0
Japan,66.04,Industrial_Packaging,26.41,54.45,High,907.59,9548.11,51.16,6.46,2.08,1,0.56,0.36,10.95,1,1
Canada,35.07,Industrial_Packaging,36.74,139.32,Medium,1385.01,20205.13,25.97,8.54,10.51,7,0.86,0.06,11.2,0,1
France,50.12,Industrial_Packaging,67.69,138.68,High,869.48,16932.95,92.04,7.59,2.63,6,0.34,0.94,9.83,1,1
Australia,28.85,Consumer_Goods,82.99,76.8,Low,740.68,17058.71,85.21,2.77,10.58,9,0.9,0.68,1.69,0,1
Turkey,46.97,Packaging_Consumer,85.25,78.28,Medium,174.12,813.12,78.35,13.06,13.95,8,0.69,0.54,10.57,0,0
UK,39.69,Industrial_Packaging,39.84,38.88,High,1135.84,19602.05,35.66,5.79,9.73,3,0.01,0.18,11.06,1,1
Saudi Arabia,12.76,Packaging_Electronics,86.46,57.86,Medium,1048.9,18597.17,20.54,1.67,12.28,5,0.52,0.16,7.14,0,0
India,33.7,Packaging_Consumer,89.68,19.65,Low,288.59,12812.43,70.02,9.37,3.77,5,0.96,0.67,2.04,0,0
Australia,63.57,Automotive_Packaging,65.31,104.32,High,632.13,5814.82,49.6,1.64,8.09,3,0.6,0.05,11.23,1,1
Turkey,6.69,Consumer_Goods,27.72,10.35,Low,1141.0,8047.17,37.04,7.68,0.54,2,0.78,0.17,4.48,0,0
Indonesia,21.43,Automotive_Packaging,49.18,18.68,High,361.29,8846.86,73.22,0.95,2.12,9,0.84,0.94,6.61,1,0
South Korea,28.7,Packaging_Electronics,29.46,109.82,Low,1110.0,6303.35,24.13,9.59,7.1,4,0.69,0.24,11.43,0,1
Japan,14.02,Packaging_Consumer,49.53,147.18,Low,250.64,4866.55,34.99,6.7,13.75,8,0.62,0.2,7.56,0,1
Saudi Arabia,64.11,Packaging_Consumer,87.22,123.27,Low,239.22,3662.39,35.79,13.32,1.36,6,0.57,0.04,9.96,0,0
South Korea,59.96,Consumer_Goods,81.32,144.98,Low,1091.52,20671.75,60.3,7.17,12.45,1,0.29,0.28,1.77,0,1
South Korea,34.59,Industrial_Packaging,7.76,108.13,Medium,1088.1,10687.92,83.42,10.19,5.71,2,0.71,0.57,3.3,0,1
Saudi Arabia,32.3,Industrial_Packaging,55.8,51.83,Medium,1109.16,7208.6,39.06,10.2,0.27,4,0.42,0.51,0.14,0,0
South Africa,36.66,Industrial_Packaging,17.97,110.32,Low,881.58,12362.89,69.11,0.83,7.68,7,0.63,0.5,3.41,0,0
UK,3.19,Packaging_Electronics,77.22,125.01,High,197.6,1251.51,99.2,8.09,10.17,7,0.4,0.34,5.78,1,1
India,21.12,Consumer_Goods,48.81,77.06,Medium,1035.46,9502.38,42.62,7.14,12.3,5,0.66,0.86,2.04,0,0
Mexico,60.5,Packaging_Electronics,37.36,146.67,High,101.62,11096.66,82.74,6.49,2.55,4,0.18,0.66,3.0,1,0
Brazil,31.96,Automotive_Packaging,34.15,119.61,High,1321.65,12241.47,40.62,12.77,16.46,7,0.53,0.05,5.35,1,0
Germany,14.82,Consumer_Goods,25.95,68.91,High,814.96,19862.32,59.64,12.55,2.36,2,0.09,0.84,3.85,1,1
Russia,3.25,Automotive_Packaging,36.31,46.12,Low,772.61,19187.26,24.5,9.41,11.49,4,0.88,0.75,6.17,0,0
Turkey,33.43,Packaging_Consumer,24.93,99.04,Low,1196.71,3376.44,62.12,4.83,6.98,9,0.73,0.84,4.73,0,0
Russia,64.24,Industrial_Packaging,89.46,39.55,Medium,380.56,5785.75,72.89,5.82,5.41,2,0.24,0.35,6.64,0,0
Brazil,56.48,Automotive_Packaging,57.04,91.48,Medium,472.84,19525.98,73.09,3.32,3.44,5,0.05,0.63,10.52,0,0
Spain,26.05,Packaging_Consumer,53.05,140.74,Low,592.71,12768.64,83.54,9.47,3.3,3,0.71,0.45,11.73,0,1
Egypt,53.35,Automotive_Packaging,63.71,130.11,High,859.3,8422.31,96.86,10.56,3.09,3,0.65,0.31,1.02,1,0
Germany,10.25,Consumer_Goods,19.83,140.03,Medium,395.76,3179.8,32.83,9.38,3.1,3,0.22,0.03,5.83,0,1
Spain,54.45,Consumer_Goods,64.84,63.68,High,1255.64,18933.33,48.07,6.78,10.46,2,0.54,0.24,1.38,1,1
United States,63.71,Consumer_Goods,46.38,134.58,Low,596.67,1436.53,31.19,9.9,8.63,5,0.28,0.68,14.64,0,1
Indonesia,36.5,Packaging_Electronics,11.71,16.53,High,214.99,12304.3,23.22,1.59,3.55,4,0.1,0.25,10.55,1,0
Egypt,1.28,Automotive_Packaging,77.87,39.15,Low,586.34,15362.27,35.92,2.19,13.99,5,0.37,0.85,10.95,0,0
Turkey,37.2,Packaging_Consumer,46.51,100.23,Medium,118.65,5458.72,61.24,10.82,4.82,6,0.09,0.29,11.95,0,0
Indonesia,5.82,Packaging_Consumer,9.51,71.83,Medium,79.73,15768.7,20.03,8.61,16.81,3,0.36,0.5,12.62,0,0
UK,7.45,Packaging_Consumer,40.1,110.61,Low,269.16,7191.39,45.65,4.52,12.94,7,0.06,0.61,14.96,0,1
Turkey,14.73,Industrial_Packaging,10.92,133.83,Medium,334.02,3966.16,57.33,12.84,9.12,6,0.72,0.27,10.4,0,0
Brazil,59.7,Packaging_Electronics,56.69,12.92,Low,1349.61,3882.83,29.28,1.33,3.61,5,0.23,0.38,10.2,0,0
India,40.87,Packaging_Electronics,58.42,71.61,High,61.16,16402.24,47.9,2.23,0.95,8,0.45,0.84,5.39,1,0
Canada,22.45,Packaging_Electronics,20.78,114.46,Low,1374.75,18426.62,91.91,9.64,2.68,8,0.93,0.84,13.02,0,1
Germany,8.07,Packaging_Consumer,31.99,125.47,High,1230.01,3433.77,82.3,6.05,4.17,4,0.1,0.33,6.72,1,1
Egypt,67.92,Packaging_Electronics,30.27,141.66,High,45.35,1347.39,88.74,9.06,8.03,5,0.37,0.12,1.19,1,0
UK,27.18,Automotive_Packaging,7.22,42.29,Medium,417.41,21869.17,45.57,4.22,12.69,2,0.94,0.75,7.94,0,1
Russia,29.98,Packaging_Consumer,81.92,14.64,Medium,521.12,767.57,56.31,8.96,6.37,9,0.8,0.26,12.61,0,0
Spain,26.05,Packaging_Consumer,53.05,140.74,Low,592.71,12768.64,83.54,9.47,3.3,3,0.71,0.45,11.73,0,1
Indonesia,14.24,Packaging_Electronics,27.92,61.58,Low,220.81,3894.06,79.44,6.48,5.41,8,0.04,0.06,7.5,0,0
South Korea,48.51,Automotive_Packaging,33.82,74.83,Medium,161.62,20854.01,43.87,0.66,6.99,2,0.1,0.65,14.34,0,1
Russia,8.92,Industrial_Packaging,58.05,124.16,Low,773.67,21944.43,28.07,10.29,17.08,2,0.02,0.4,1.12,0,0
United States,11.0,Industrial_Packaging,22.56,26.58,High,945.43,19633.04,95.58,8.41,18.55,9,0.61,0.12,12.16,1,1
Italy,24.76,Packaging_Electronics,81.6,113.69,Low,413.42,5007.98,61.05,12.93,4.03,2,0.72,0.66,0.15,0,1
Egypt,20.24,Industrial_Packaging,10.78,36.02,Medium,160.1,5744.0,79.49,0.24,1.37,7,0.95,0.77,7.64,0,0
UK,41.84,Industrial_Packaging,11.34,65.15,High,942.03,15992.26,63.03,7.43,7.51,2,0.32,0.27,8.03,1,1
Canada,58.38,Consumer_Goods,32.76,43.63,High,81.07,4841.71,99.48,12.24,2.19,9,0.11,0.23,10.95,1,1
India,50.74,Consumer_Goods,10.09,126.73,High,780.12,4165.8,48.34,0.77,10.57,6,0.48,0.53,8.18,1,0
Germany,15.36,Packaging_Consumer,77.2,140.58,Low,200.19,14452.44,62.33,6.31,15.16,9,0.12,0.06,12.57,0,1
Saudi Arabia,36.46,Automotive_Packaging,67.59,64.93,Medium,335.89,21955.93,49.96,8.02,16.85,3,0.65,0.96,11.97,0,0
UK,20.22,Consumer_Goods,65.87,17.68,Low,39.03,7581.0,47.89,13.2,2.94,2,0.74,0.88,0.91,0,1
Indonesia,21.66,Automotive_Packaging,5.1,18.26,Low,40.16,13817.26,57.61,10.19,0.53,9,0.93,0.76,4.52,0,0
Mexico,51.22,Automotive_Packaging,47.44,113.2,Low,1199.86,5339.39,46.77,2.48,7.77,4,0.35,0.08,14.47,0,0
UK,1.08,Packaging_Electronics,85.22,67.99,Medium,428.12,1100.07,59.6,5.1,9.78,6,0.11,0.53,14.39,0,1
Egypt,47.29,Industrial_Packaging,56.48,124.67,High,401.41,21698.31,33.87,1.24,14.78,2,0.24,0.4,5.0,1,0
Russia,31.44,Packaging_Consumer,64.92,53.66,Low,1363.99,5475.57,44.18,8.82,0.47,5,0.71,0.12,8.82,0,0
Japan,35.98,Packaging_Electronics,48.56,71.57,Medium,168.03,1944.33,94.18,11.68,15.04,2,0.46,0.82,3.48,0,1
South Africa,68.13,Consumer_Goods,16.88,49.16,Medium,197.17,3666.72,74.65,5.47,10.4,4,0.88,0.64,8.72,0,0
Canada,55.79,Consumer_Goods,8.35,93.51,High,843.92,13187.93,78.72,3.13,13.0,9,0.26,0.63,3.71,1,1
China,5.82,Consumer_Goods,78.42,77.7,Low,229.76,7900.05,69.78,9.83,13.38,4,0.51,0.19,2.46,0,0
France,32.9,Packaging_Electronics,82.98,97.48,Medium,721.9,12254.02,65.53,7.07,15.83,2,0.62,0.89,10.08,0,1
Russia,46.61,Packaging_Electronics,41.24,53.6,Medium,976.18,2780.65,83.96,7.04,4.55,8,0.41,0.42,11.13,0,0
Germany,10.25,Consumer_Goods,19.83,140.03,Medium,395.76,3179.8,32.83,9.38,3.1,3,0.22,0.03,5.83,0,1
United States,46.69,Packaging_Electronics,85.63,100.7,High,895.33,13233.22,44.05,11.68,1.6,3,0.3,0.17,7.95,1,1
Italy,67.84,Automotive_Packaging,56.83,61.48,Low,819.15,187.06,30.28,5.43,5.81,8,0.83,0.03,8.29,0,1
Mexico,19.69,Industrial_Packaging,59.94,20.3,High,933.54,6296.57,27.64,10.55,10.97,9,0.57,0.88,12.15,1,0
Spain,40.49,Packaging_Consumer,81.63,47.94,Low,582.89,2523.62,54.61,4.72,11.81,6,0.75,0.37,0.91,0,1
India,8.88,Packaging_Consumer,48.42,146.31,Low,1028.49,8520.71,32.82,13.16,6.73,3,0.74,0.84,5.57,0,0
China,34.65,Automotive_Packaging,31.22,91.55,High,797.85,11140.51,81.47,11.6,14.63,9,0.74,0.46,10.67,1,0
Egypt,48.89,Packaging_Electronics,85.54,24.22,High,947.77,4220.48,68.1,13.2,8.92,3,0.95,0.32,6.0,1,0
Saudi Arabia,50.26,Packaging_Electronics,72.69,24.36,Medium,545.52,5201.62,59.72,0.61,14.61,6,0.38,0.62,4.83,0,0
Saudi Arabia,53.18,Consumer_Goods,29.83,76.4,High,237.2,9197.44,92.18,7.73,0.24,2,0.19,0.15,8.87,1,0
Turkey,35.21,Industrial_Packaging,25.8,43.85,High,828.43,14437.46,57.9,8.57,7.14,6,0.53,0.9,9.65,1,0
France,7.45,Packaging_Consumer,33.43,125.13,Low,940.03,4442.21,67.45,9.61,19.48,6,0.29,0.03,14.84,0,1
United States,33.41,Packaging_Electronics,80.82,101.28,Medium,996.35,10420.95,37.08,4.77,6.0,3,0.04,0.08,5.81,0,1
India,30.38,Consumer_Goods,5.18,24.96,Low,447.49,17095.77,76.53,8.02,10.21,9,0.69,0.17,0.48,0,0
Turkey,62.07,Packaging_Electronics,88.82,78.39,Medium,357.91,3525.61,42.25,0.5,12.01,3,0.11,0.15,11.58,0,0
United States,62.84,Automotive_Packaging,57.66,48.73,High,1253.7,10610.33,32.49,2.61,6.42,5,0.6,0.76,8.46,1,1
South Africa,13.11,Packaging_Electronics,18.61,21.36,High,533.45,8838.48,84.25,8.47,16.72,8,0.16,0.24,4.66,1,0
Mexico,43.45,Industrial_Packaging,56.49,85.91,High,31.39,21359.15,54.02,13.21,13.76,5,0.25,0.39,14.83,1,0
China,22.34,Packaging_Consumer,65.32,44.77,Medium,175.33,17861.44,35.78,12.84,1.74,3,0.42,0.57,13.03,0,0
Canada,53.98,Automotive_Packaging,88.07,60.46,Medium,924.44,19202.71,56.05,9.9,9.85,9,0.21,0.11,10.63,0,1
France,40.18,Consumer_Goods,9.74,107.49,High,1175.43,19948.28,69.58,10.37,7.18,9,0.61,0.58,9.48,1,1
Brazil,8.28,Packaging_Consumer,42.49,59.24,Medium,146.03,7784.97,78.07,9.23,5.64,5,0.01,0.83,5.59,0,0
Indonesia,7.18,Industrial_Packaging,55.95,69.41,High,40.46,8991.18,56.98,8.44,13.77,8,0.97,0.64,9.98,1,0
Canada,2.7,Industrial_Packaging,65.96,44.93,Low,892.71,11729.81,83.85,14.56,9.04,4,0.22,0.32,10.14,0,1
South Korea,66.46,Packaging_Consumer,23.21,58.85,High,452.11,20024.41,59.03,14.85,16.27,1,0.03,0.84,5.18,1,1
Canada,24.41,Automotive_Packaging,62.42,112.64,Medium,752.0,14121.85,76.5,12.42,5.48,3,0.3,0.78,2.78,0,1
Brazil,48.69,Consumer_Goods,61.15,127.28,Low,1272.63,19273.66,36.38,5.99,2.44,6,0.97,0.5,4.1,0,0
India,38.29,Consumer_Goods,34.97,100.22,Medium,563.38,18383.33,99.49,14.03,10.15,2,0.31,0.22,0.93,0,0
United States,67.64,Consumer_Goods,47.93,70.76,Low,378.75,4307.33,86.24,10.96,17.63,5,0.54,0.16,9.02,0,1
Brazil,34.98,Packaging_Consumer,63.28,131.84,High,760.93,4106.28,64.35,5.17,8.61,9,0.42,0.67,13.65,1,0
Saudi Arabia,32.8,Packaging_Electronics,66.21,57.76,Low,261.81,11992.67,76.29,13.02,14.47,4,0.02,0.65,14.9,0,0
Indonesia,50.62,Consumer_Goods,17.68,89.28,Medium,768.26,9126.84,86.1,13.94,14.33,4,0.28,0.11,9.32,0,0
Turkey,11.14,Automotive_Packaging,72.54,101.52,Medium,139.86,11951.38,70.3,7.56,3.58,6,0.5,0.17,8.53,0,0
Japan,11.05,Industrial_Packaging,39.95,136.99,Medium,221.1,12141.49,70.46,0.59,9.1,5,0.28,0.0,2.06,0,1
Indonesia,40.99,Automotive_Packaging,16.38,136.31,Low,1102.7,668.97,77.59,4.96,8.33,9,0.07,0.64,12.1,0,0
United States,50.1,Packaging_Electronics,78.4,114.75,High,70.25,21136.39,46.12,5.09,3.56,3,0.59,0.59,12.04,1,1
Saudi Arabia,53.18,Consumer_Goods,29.83,76.4,High,237.2,9197.44,92.18,7.73,0.24,2,0.19,0.15,8.87,1,0
Australia,67.15,Consumer_Goods,84.64,88.04,High,1203.07,9809.06,61.67,11.22,2.2,1,0.09,0.99,8.74,1,1
India,16.52,Packaging_Electronics,80.09,30.12,Medium,133.44,15247.07,35.12,2.66,2.38,6,0.94,0.49,14.08,0,0
Russia,47.61,Packaging_Electronics,36.35,63.37,High,265.41,7039.09,31.59,0.72,5.35,1,0.35,0.86,10.06,1,0
